Time (s),Frequency 1 (Hz),Frequency 2 (Hz),Frequency 3 (Hz)
0.0,2860.0,9594.0,16328.0
0.5,2860.0,9594.0,16380.0
1.0,2054.0,8918.0,15886.0
1.5,234.0,7358.0,14456.0
2.0,312.0,7592.0,14924.0
2.5,1404.0,8372.0,15392.0
3.0,3770.0,10478.0,17238.0
3.5,4446.0,11154.0,17914.0
4.0,3822.0,10608.0,17420.0
4.5,1066.0,8216.0,15496.0
5.0,234.0,7280.0,14326.0
5.5,1196.0,8060.0,14924.0
6.0,2392.0,9178.0,15990.0
6.5,2574.0,9386.0,16276.0
7.0,2600.0,9308.0,16042.0
7.5,2860.0,9646.0,16458.0
8.0,2652.0,9516.0,16432.0
8.5,182.0,7150.0,14222.0
9.0,2496.0,9308.0,16198.0
9.5,2886.0,9672.0,16562.0
10.0,2860.0,9620.0,16406.0
10.5,2860.0,9646.0,16484.0
11.0,2886.0,9750.0,16692.0
11.5,3328.0,10166.0,17056.0
12.0,1872.0,8762.0,15704.0
12.5,390.0,7748.0,15080.0
13.0,962.0,8242.0,15782.0
13.5,3380.0,10374.0,17550.0
14.0,3770.0,10634.0,17576.0
14.5,3952.0,10868.0,17888.0
15.0,3952.0,10764.0,17732.0
15.5,1404.0,8320.0,15288.0
16.0,1768.0,8684.0,15678.0
16.5,2912.0,9750.0,16718.0
17.0,3744.0,10582.0,17498.0
17.5,3718.0,10478.0,17290.0
18.0,3718.0,10452.0,17238.0
18.5,3328.0,10140.0,16978.0
19.0,702.0,7748.0,14924.0
19.5,286.0,7358.0,14560.0
20.0,234.0,7306.0,14430.0
20.5,312.0,7540.0,14742.0
21.0,3744.0,10530.0,17394.0
21.5,1300.0,8476.0,15808.0
22.0,390.0,7696.0,15054.0
22.5,260.0,7410.0,14612.0
23.0,156.0,7072.0,14014.0
23.5,884.0,8138.0,15392.0
24.0,338.0,7618.0,14924.0
24.5,572.0,8190.0,15912.0
25.0,806.0,8528.0,16354.0
25.5,806.0,8008.0,15288.0
26.0,364.0,7618.0,14976.0
26.5,442.0,7956.0,15444.0
27.0,780.0,8736.0,16874.0
27.5,572.0,8190.0,16016.0
28.0,3796.0,10556.0,17368.0
28.5,1196.0,8086.0,15054.0
29.0,390.0,7618.0,14924.0
29.5,1274.0,8580.0,16120.0
30.0,780.0,8008.0,15444.0
30.5,572.0,7852.0,15444.0
31.0,1170.0,8554.0,16224.0
31.5,1196.0,8580.0,16198.0
32.0,598.0,8008.0,15704.0
32.5,1404.0,8788.0,16380.0
33.0,780.0,8372.0,16276.0
33.5,2080.0,9204.0,16718.0
34.0,2964.0,9958.0,17264.0
34.5,2964.0,9932.0,17108.0
35.0,2964.0,9854.0,16978.0
35.5,3250.0,10296.0,17498.0
36.0,2522.0,9568.0,16848.0
36.5,754.0,7644.0,14638.0
37.0,2990.0,10036.0,17212.0
37.5,3666.0,10504.0,17394.0
38.0,3328.0,10166.0,17056.0
38.5,2912.0,9802.0,16770.0
39.0,2912.0,9750.0,16718.0
39.5,2626.0,9438.0,16302.0
40.0,286.0,7384.0,14586.0
40.5,338.0,7670.0,14950.0
41.0,1378.0,8606.0,15964.0
41.5,3172.0,10296.0,17550.0
42.0,4446.0,11206.0,18018.0
42.5,4264.0,10998.0,17758.0
43.0,2106.0,8944.0,15860.0
43.5,988.0,8190.0,15470.0
44.0,832.0,8008.0,15106.0
44.5,2158.0,9100.0,16172.0
45.0,2470.0,9490.0,16640.0
45.5,2730.0,9724.0,16926.0
46.0,2860.0,9594.0,16354.0
46.5,2886.0,9646.0,16484.0
47.0,1768.0,9204.0,16848.0
47.5,1248.0,8320.0,15470.0
48.0,2964.0,9802.0,16692.0
48.5,2886.0,9646.0,16510.0
49.0,3120.0,10036.0,17082.0
49.5,2912.0,9750.0,16692.0
50.0,2938.0,9750.0,16614.0
50.5,2938.0,9672.0,16458.0
51.0,260.0,7358.0,14482.0
51.5,234.0,7306.0,14352.0
52.0,2704.0,9620.0,16692.0
52.5,3744.0,10504.0,17368.0
53.0,3770.0,10608.0,17550.0
53.5,3978.0,10868.0,17888.0
54.0,2626.0,9360.0,16146.0
54.5,988.0,8216.0,15730.0
55.0,2886.0,9672.0,16536.0
55.5,3328.0,10114.0,16952.0
56.0,3744.0,10478.0,17290.0
56.5,3718.0,10452.0,17238.0
57.0,3822.0,10634.0,17524.0
57.5,1534.0,8398.0,15288.0
58.0,1352.0,8632.0,16146.0
58.5,286.0,7462.0,14612.0
59.0,234.0,7254.0,14248.0
59.5,2886.0,9646.0,16458.0
60.0,2496.0,9282.0,16120.0
60.5,234.0,7228.0,14248.0
61.0,260.0,7254.0,14274.0
61.5,312.0,7384.0,14560.0
62.0,286.0,7332.0,14430.0
62.5,988.0,8164.0,15392.0
63.0,416.0,7774.0,15158.0
63.5,260.0,7332.0,14456.0
64.0,1092.0,8320.0,15678.0
64.5,416.0,7462.0,14508.0
65.0,260.0,7332.0,14508.0
65.5,286.0,7384.0,14560.0
66.0,338.0,7488.0,14742.0
66.5,260.0,7332.0,14456.0
67.0,832.0,8008.0,15262.0
67.5,234.0,7254.0,14326.0
68.0,286.0,7358.0,14508.0
68.5,286.0,7410.0,14560.0
69.0,390.0,7592.0,14924.0
69.5,260.0,7332.0,14482.0
70.0,2938.0,9854.0,17004.0
70.5,2912.0,9828.0,16848.0
71.0,650.0,8164.0,15938.0
71.5,1274.0,8580.0,16120.0
72.0,1482.0,8892.0,16614.0
72.5,338.0,7462.0,14612.0
73.0,390.0,7566.0,14924.0
73.5,546.0,7956.0,15626.0
74.0,364.0,7566.0,14898.0
74.5,416.0,7592.0,14924.0
75.0,364.0,7488.0,14742.0
75.5,1196.0,8268.0,15496.0
76.0,2938.0,9854.0,16926.0
76.5,2912.0,9802.0,16770.0
77.0,2886.0,9672.0,16588.0
77.5,2886.0,9672.0,16536.0
78.0,3094.0,10192.0,17446.0
78.5,1300.0,8398.0,15626.0
79.0,1976.0,9100.0,16432.0
79.5,3380.0,10270.0,17290.0
80.0,3562.0,10452.0,17472.0
80.5,2912.0,9724.0,16588.0
81.0,3094.0,10166.0,17446.0
81.5,2938.0,9776.0,16718.0
82.0,1508.0,8892.0,16640.0
82.5,884.0,8164.0,15626.0
83.0,754.0,8294.0,16146.0
83.5,2002.0,8840.0,15756.0
84.0,4316.0,11050.0,17862.0
84.5,4602.0,11362.0,18252.0
85.0,3354.0,10192.0,17160.0
85.5,442.0,7592.0,14898.0
86.0,728.0,8138.0,15808.0
86.5,2002.0,9022.0,16224.0
87.0,2782.0,9698.0,16848.0
87.5,2340.0,9360.0,16640.0
88.0,3458.0,10478.0,17706.0
88.5,2938.0,9802.0,16822.0
89.0,2236.0,9126.0,16198.0
89.5,962.0,8034.0,15314.0
90.0,2756.0,9646.0,16692.0
90.5,2938.0,9724.0,16640.0
91.0,2860.0,9568.0,16302.0
91.5,3484.0,6994.0,13650.0
92.0,1872.0,8762.0,15678.0
92.5,3068.0,9776.0,16484.0
93.0,4264.0,10998.0,17758.0
93.5,754.0,7670.0,14664.0
94.0,858.0,7800.0,14768.0
94.5,4134.0,10816.0,17550.0
95.0,2678.0,9568.0,16536.0
95.5,1820.0,8658.0,15522.0
96.0,3926.0,10660.0,17446.0
96.5,3718.0,10426.0,17134.0
97.0,520.0,7566.0,14664.0
97.5,1794.0,8580.0,15366.0
98.0,3978.0,10712.0,17498.0
98.5,4134.0,10842.0,17576.0
99.0,2392.0,9230.0,16120.0
99.5,2340.0,9100.0,15860.0
100.0,4420.0,11102.0,17810.0
100.5,1560.0,8268.0,15080.0
101.0,1924.0,8736.0,15626.0
101.5,3510.0,10270.0,17056.0
102.0,3510.0,10244.0,17004.0
102.5,1950.0,9022.0,16224.0
103.0,2158.0,9126.0,16146.0
103.5,4108.0,10842.0,17602.0
104.0,3328.0,10140.0,16978.0
104.5,442.0,7904.0,15444.0
105.0,3718.0,10478.0,17264.0
105.5,3796.0,10582.0,17394.0
106.0,1898.0,8840.0,15912.0
106.5,3432.0,10244.0,17108.0
107.0,4446.0,11232.0,18018.0
107.5,2106.0,9048.0,16068.0
108.0,1664.0,8736.0,16016.0
108.5,2392.0,9334.0,16380.0
109.0,2626.0,9464.0,16380.0
109.5,3900.0,10660.0,17446.0
110.0,1898.0,8840.0,15808.0
110.5,1820.0,8762.0,15756.0
111.0,260.0,7410.0,14586.0
111.5,182.0,7306.0,14378.0
112.0,312.0,7540.0,14820.0
112.5,2132.0,9022.0,15990.0
113.0,4524.0,11310.0,18174.0
113.5,1950.0,8788.0,15678.0
114.0,1092.0,8372.0,15756.0
114.5,416.0,7774.0,15210.0
115.0,364.0,7592.0,14924.0
115.5,312.0,7540.0,14820.0
116.0,1534.0,9152.0,16978.0
116.5,390.0,7722.0,15132.0
117.0,494.0,7982.0,15600.0
117.5,416.0,7774.0,15210.0
118.0,1066.0,8372.0,15912.0
118.5,1326.0,8736.0,16432.0
119.0,598.0,7722.0,14898.0
119.5,1898.0,8840.0,15912.0
120.0,4472.0,11232.0,18122.0
120.5,2184.0,9100.0,16198.0
121.0,1092.0,8450.0,16042.0
121.5,1378.0,8736.0,16380.0
122.0,676.0,8008.0,15522.0
122.5,598.0,8112.0,15704.0
123.0,1846.0,9334.0,17264.0
123.5,1378.0,8814.0,16640.0
124.0,1352.0,8710.0,16484.0
124.5,546.0,7852.0,15366.0
125.0,1664.0,9152.0,16900.0
125.5,1820.0,8996.0,16536.0
126.0,3822.0,11050.0,18616.0
126.5,4498.0,11310.0,18226.0
127.0,2912.0,9724.0,16666.0
127.5,2938.0,9854.0,16952.0
128.0,3744.0,10556.0,17446.0
128.5,3718.0,10634.0,17680.0
129.0,2054.0,9074.0,16198.0
129.5,3562.0,10452.0,17394.0
130.0,3354.0,10244.0,17238.0
130.5,2002.0,9178.0,16562.0
131.0,2236.0,9282.0,16406.0
131.5,4368.0,11154.0,17966.0
132.0,2418.0,9282.0,16224.0
132.5,988.0,8216.0,15600.0
133.0,3302.0,10218.0,17212.0
133.5,3510.0,10296.0,17082.0
134.0,1924.0,8944.0,16068.0
134.5,2886.0,9724.0,16588.0
135.0,4524.0,11284.0,18070.0
135.5,1300.0,8190.0,15158.0
136.0,832.0,7956.0,15158.0
136.5,3510.0,10296.0,17082.0
137.0,4446.0,11180.0,17966.0
137.5,2860.0,9594.0,16380.0
138.0,2626.0,9412.0,16250.0
138.5,3926.0,10712.0,17550.0
139.0,2886.0,9724.0,16614.0
139.5,1196.0,8060.0,14976.0
140.0,2964.0,9750.0,16614.0
140.5,4472.0,11232.0,18044.0
141.0,1872.0,8762.0,15704.0
141.5,1898.0,8814.0,15782.0
142.0,3562.0,10504.0,17550.0
142.5,4498.0,11336.0,18252.0
143.0,572.0,7618.0,14716.0
143.5,2756.0,9620.0,16536.0
144.0,4290.0,10998.0,17732.0
144.5,2210.0,9126.0,16120.0
145.0,2782.0,9802.0,16926.0
145.5,4472.0,11232.0,18044.0
146.0,2886.0,9672.0,16536.0
146.5,962.0,8242.0,15782.0
147.0,2444.0,9412.0,16458.0
147.5,2106.0,9204.0,16458.0
148.0,4576.0,11336.0,18174.0
148.5,2626.0,9776.0,17186.0
149.0,2548.0,9698.0,17082.0
149.5,416.0,7696.0,15028.0
150.0,442.0,7748.0,15184.0
150.5,702.0,7800.0,14898.0
151.0,364.0,7696.0,15054.0
151.5,4264.0,10998.0,17758.0
152.0,3094.0,9906.0,16744.0
152.5,806.0,7904.0,15028.0
153.0,806.0,7956.0,15054.0
153.5,884.0,8060.0,15236.0
154.0,260.0,7280.0,14378.0
154.5,234.0,7254.0,14352.0
155.0,702.0,7748.0,14846.0
155.5,572.0,7540.0,14586.0
156.0,858.0,7982.0,15236.0
156.5,442.0,7540.0,14742.0
157.0,442.0,7800.0,15210.0
157.5,780.0,7852.0,15054.0
158.0,494.0,7488.0,14560.0
158.5,806.0,8008.0,15366.0
159.0,260.0,7306.0,14456.0
159.5,598.0,7566.0,14690.0
160.0,624.0,7722.0,14898.0
160.5,494.0,7566.0,14690.0
161.0,338.0,7410.0,14560.0
161.5,494.0,7956.0,15574.0
162.0,4134.0,10868.0,17706.0
162.5,3796.0,10712.0,17810.0
163.0,1092.0,8372.0,15860.0
163.5,962.0,8242.0,15756.0
164.0,286.0,7306.0,14378.0
164.5,832.0,8060.0,15340.0
165.0,286.0,7384.0,14560.0
165.5,364.0,7384.0,14560.0
166.0,702.0,7774.0,14950.0
166.5,286.0,7332.0,14482.0
167.0,780.0,7852.0,15158.0
167.5,1248.0,8346.0,15652.0
168.0,2158.0,9048.0,16094.0
168.5,4290.0,11076.0,17914.0
169.0,4004.0,10920.0,17940.0
169.5,2860.0,9750.0,16770.0
170.0,3302.0,10270.0,17446.0
170.5,4290.0,11024.0,17836.0
171.0,1872.0,8710.0,15678.0
171.5,2912.0,9750.0,16718.0
172.0,3900.0,10634.0,17368.0
172.5,1898.0,8840.0,15886.0
173.0,1898.0,8762.0,15782.0
173.5,3770.0,10582.0,17498.0
174.0,3770.0,10582.0,17472.0
174.5,702.0,7800.0,15028.0
175.0,1976.0,8970.0,16198.0
175.5,4316.0,11154.0,18070.0
176.0,2236.0,9256.0,16484.0
176.5,2522.0,9464.0,16588.0
177.0,4342.0,11154.0,18096.0
177.5,3198.0,10166.0,17342.0
178.0,754.0,8190.0,15860.0
178.5,2730.0,9724.0,16900.0
179.0,4420.0,11284.0,18304.0
179.5,4056.0,10946.0,18018.0
180.0,2288.0,9360.0,16640.0
180.5,3952.0,10972.0,18330.0
181.0,4186.0,10972.0,17888.0
181.5,962.0,7930.0,15106.0
182.0,1950.0,8762.0,15678.0
182.5,4342.0,11206.0,18200.0
183.0,3354.0,10348.0,17576.0
183.5,3484.0,6994.0,13650.0
184.0,156.0,7098.0,14014.0
184.5,260.0,7306.0,14352.0
185.0,4446.0,11180.0,17940.0
185.5,2392.0,9178.0,16068.0
186.0,2626.0,9360.0,16146.0
186.5,3692.0,10426.0,17134.0
187.0,156.0,7150.0,14118.0
187.5,234.0,7280.0,14352.0
188.0,988.0,8008.0,15054.0
188.5,4342.0,11076.0,17862.0
189.0,1664.0,8528.0,15470.0
189.5,234.0,7254.0,14326.0
190.0,2808.0,9516.0,16198.0
190.5,3068.0,9776.0,16484.0
191.0,78.0,6942.0,13780.0
191.5,2340.0,9100.0,15860.0
192.0,3276.0,10010.0,16744.0
192.5,2366.0,9126.0,15912.0
193.0,234.0,7150.0,14066.0
193.5,2860.0,9646.0,16458.0
194.0,2886.0,9724.0,16588.0
194.5,806.0,7904.0,15002.0
195.0,2886.0,9750.0,16666.0
195.5,3094.0,9932.0,16822.0
196.0,3848.0,10660.0,17524.0
196.5,2444.0,9542.0,16900.0
197.0,3744.0,10504.0,17342.0
197.5,260.0,7358.0,14508.0
198.0,312.0,7514.0,14742.0
198.5,832.0,7878.0,15054.0
199.0,4472.0,11232.0,18044.0
199.5,1950.0,8944.0,16068.0
200.0,728.0,7800.0,14950.0
200.5,780.0,7904.0,15132.0
201.0,1872.0,8710.0,15626.0
201.5,3718.0,10452.0,17186.0
202.0,312.0,7540.0,14742.0
202.5,182.0,7254.0,14300.0
203.0,182.0,7228.0,14222.0
203.5,416.0,7748.0,15158.0
204.0,286.0,7488.0,14664.0
204.5,2912.0,9802.0,16718.0
205.0,3744.0,10530.0,17394.0
205.5,2860.0,9646.0,16458.0
206.0,468.0,7982.0,15496.0
206.5,364.0,7722.0,15054.0
207.0,312.0,7488.0,14690.0
207.5,494.0,8060.0,15626.0
208.0,806.0,8554.0,16562.0
208.5,1404.0,8892.0,16614.0
209.0,598.0,7956.0,15444.0
209.5,1404.0,8866.0,16588.0
210.0,416.0,7696.0,14976.0
210.5,416.0,7748.0,15158.0
211.0,364.0,7618.0,14924.0
211.5,2912.0,9854.0,16900.0
212.0,3770.0,10660.0,17680.0
212.5,3198.0,10140.0,17316.0
213.0,598.0,8008.0,15626.0
213.5,1248.0,8528.0,16198.0
214.0,598.0,7982.0,15756.0
214.5,468.0,7774.0,15184.0
215.0,780.0,8346.0,16354.0
215.5,624.0,8008.0,15938.0
216.0,754.0,8242.0,16068.0
216.5,572.0,8008.0,15574.0
217.0,754.0,8398.0,16276.0
217.5,624.0,8086.0,15704.0
218.0,806.0,8372.0,16276.0
218.5,4498.0,11310.0,18252.0
219.0,832.0,7930.0,15262.0
219.5,416.0,7670.0,14976.0
220.0,1170.0,8580.0,16432.0
220.5,4524.0,11414.0,18486.0
221.0,416.0,7800.0,15184.0
221.5,2886.0,9750.0,16666.0
222.0,2912.0,9880.0,16978.0
222.5,910.0,8242.0,15600.0
223.0,910.0,8216.0,15626.0
223.5,3588.0,10374.0,17186.0
224.0,3718.0,10452.0,17212.0
224.5,1222.0,8190.0,15236.0
225.0,4446.0,11206.0,17992.0
225.5,832.0,7956.0,15210.0
226.0,260.0,7358.0,14508.0
226.5,312.0,7514.0,14690.0
227.0,3510.0,10270.0,17056.0
227.5,3120.0,9854.0,16666.0
228.0,338.0,7592.0,14846.0
228.5,806.0,7878.0,14976.0
229.0,4290.0,10998.0,17758.0
229.5,286.0,7410.0,14612.0
230.0,1820.0,8606.0,15444.0
230.5,2054.0,8762.0,15496.0
231.0,3510.0,10244.0,17030.0
231.5,234.0,7254.0,14352.0
232.0,962.0,8268.0,15782.0
232.5,3744.0,10530.0,17342.0
233.0,468.0,7904.0,15340.0
233.5,3094.0,9854.0,16640.0
234.0,1898.0,8762.0,15704.0
234.5,4472.0,11206.0,18018.0
235.0,598.0,7592.0,14508.0
235.5,4134.0,10842.0,17576.0
236.0,832.0,7800.0,14742.0
236.5,312.0,7462.0,14586.0
237.0,442.0,7826.0,15210.0
237.5,3744.0,10530.0,17368.0
238.0,2912.0,9750.0,16666.0
238.5,442.0,7722.0,15080.0
239.0,390.0,7670.0,14976.0
239.5,286.0,7332.0,14456.0
240.0,4316.0,11102.0,17992.0
240.5,1690.0,8892.0,16354.0
241.0,390.0,7566.0,14846.0
241.5,286.0,7358.0,14482.0
242.0,546.0,7930.0,15522.0
242.5,494.0,7774.0,15184.0
243.0,1820.0,8762.0,15652.0
243.5,3952.0,10764.0,17654.0
244.0,4004.0,10790.0,17576.0
244.5,416.0,7592.0,14898.0
245.0,234.0,7332.0,14430.0
245.5,286.0,7384.0,14456.0
246.0,390.0,7722.0,15132.0
246.5,442.0,7852.0,15340.0
247.0,754.0,7774.0,14924.0
247.5,936.0,8112.0,15288.0
248.0,468.0,7488.0,14664.0
248.5,338.0,7540.0,14820.0
249.0,234.0,7306.0,14456.0
249.5,338.0,7540.0,14820.0
250.0,260.0,7280.0,14430.0
250.5,234.0,7228.0,14222.0
251.0,260.0,7280.0,14326.0
251.5,260.0,7254.0,14326.0
252.0,156.0,7124.0,14118.0
252.5,234.0,7254.0,14326.0
253.0,312.0,7488.0,14742.0
253.5,1326.0,8450.0,15782.0
254.0,3926.0,10660.0,17472.0
254.5,4290.0,11024.0,17810.0
255.0,312.0,7358.0,14508.0
255.5,234.0,7306.0,14378.0
256.0,442.0,7722.0,15132.0
256.5,1196.0,8528.0,16094.0
257.0,598.0,7748.0,14924.0
257.5,936.0,8216.0,15626.0
258.0,702.0,7800.0,15028.0
258.5,338.0,7540.0,14820.0
259.0,338.0,7488.0,14794.0
259.5,624.0,8086.0,15808.0
260.0,390.0,7566.0,14950.0
260.5,3120.0,9906.0,16822.0
261.0,2938.0,9854.0,16900.0
261.5,338.0,7488.0,14742.0
262.0,624.0,7904.0,15340.0
262.5,3328.0,10114.0,16978.0
263.0,2418.0,9230.0,16120.0
263.5,1950.0,8944.0,16198.0
264.0,3744.0,10504.0,17342.0
264.5,364.0,7514.0,14742.0
265.0,338.0,7488.0,14664.0
265.5,1846.0,8658.0,15496.0
266.0,4498.0,11310.0,18174.0
266.5,1326.0,8320.0,15496.0
267.0,3536.0,10348.0,17264.0
267.5,2548.0,9620.0,16926.0
268.0,676.0,7982.0,15522.0
268.5,780.0,8190.0,15860.0
269.0,2236.0,9672.0,17498.0
269.5,4160.0,10972.0,17914.0
270.0,572.0,7852.0,15366.0
270.5,494.0,7826.0,15262.0
271.0,4004.0,11180.0,18746.0
271.5,2184.0,9360.0,16926.0
272.0,1976.0,9230.0,16926.0
272.5,2548.0,9568.0,16900.0
273.0,4316.0,11076.0,17888.0
273.5,884.0,7904.0,15028.0
274.0,494.0,7592.0,14898.0
274.5,3822.0,10634.0,17602.0
275.0,2106.0,9152.0,16614.0
275.5,3484.0,6994.0,13650.0
276.0,1846.0,8658.0,15496.0
276.5,2860.0,9620.0,16432.0
277.0,4264.0,10972.0,17680.0
277.5,1144.0,7956.0,14794.0
278.0,3718.0,10452.0,17212.0
278.5,2392.0,9178.0,16016.0
279.0,260.0,7332.0,14482.0
279.5,234.0,7280.0,14274.0
280.0,312.0,7462.0,14690.0
280.5,3302.0,10088.0,16874.0
281.0,2626.0,9412.0,16250.0
281.5,130.0,7098.0,14040.0
282.0,1846.0,8710.0,15626.0
282.5,4264.0,10998.0,17758.0
283.0,2392.0,9204.0,16068.0
283.5,3874.0,10582.0,17290.0
284.0,2054.0,8788.0,15548.0
284.5,2054.0,8814.0,15548.0
285.0,156.0,7124.0,14066.0
285.5,2392.0,9256.0,16198.0
286.0,3536.0,10322.0,17186.0
286.5,3328.0,10166.0,17056.0
287.0,3744.0,10504.0,17342.0
287.5,1742.0,8710.0,15756.0
288.0,2808.0,9828.0,17004.0
288.5,2912.0,9724.0,16562.0
289.0,2158.0,9048.0,16042.0
289.5,312.0,7540.0,14794.0
290.0,338.0,7514.0,14794.0
290.5,312.0,7488.0,14716.0
291.0,3328.0,10114.0,16978.0
291.5,1196.0,8086.0,15028.0
292.0,260.0,7332.0,14456.0
292.5,260.0,7332.0,14456.0
293.0,1872.0,8762.0,15756.0
293.5,3744.0,10530.0,17368.0
294.0,286.0,7462.0,14586.0
294.5,364.0,7618.0,14950.0
295.0,234.0,7332.0,14430.0
295.5,494.0,7852.0,15392.0
296.0,364.0,7514.0,14820.0
296.5,3744.0,10530.0,17394.0
297.0,1898.0,8892.0,16016.0
297.5,3744.0,10530.0,17394.0
298.0,1066.0,8450.0,15912.0
298.5,728.0,8138.0,15704.0
299.0,364.0,7670.0,15054.0
299.5,598.0,7826.0,15132.0
300.0,1430.0,8970.0,16588.0
300.5,260.0,7540.0,14742.0
301.0,1144.0,8788.0,16744.0
301.5,416.0,7696.0,15132.0
302.0,1222.0,8580.0,16146.0
302.5,546.0,8008.0,15600.0
303.0,520.0,7956.0,15574.0
303.5,3536.0,10374.0,17290.0
304.0,2080.0,9282.0,16822.0
304.5,3952.0,10712.0,17602.0
305.0,832.0,8372.0,16224.0
305.5,1196.0,8450.0,15938.0
306.0,416.0,7540.0,14950.0
306.5,598.0,7982.0,15808.0
307.0,442.0,7540.0,15132.0
307.5,1066.0,8892.0,17160.0
308.0,754.0,8294.0,16094.0
308.5,702.0,8138.0,15808.0
309.0,884.0,8606.0,16640.0
309.5,806.0,8450.0,16354.0
310.0,260.0,7150.0,14170.0
310.5,4472.0,11206.0,18044.0
311.0,1976.0,8840.0,15808.0
311.5,468.0,7722.0,15080.0
312.0,2158.0,9022.0,15990.0
312.5,4316.0,11102.0,17992.0
313.0,260.0,7384.0,14508.0
313.5,2990.0,10062.0,17368.0
314.0,3406.0,10400.0,17576.0
314.5,1820.0,8606.0,15392.0
315.0,2210.0,9360.0,16640.0
315.5,4290.0,11102.0,17966.0
316.0,2600.0,9386.0,16172.0
316.5,2392.0,9204.0,16068.0
317.0,3718.0,10452.0,17238.0
317.5,390.0,7800.0,15132.0
318.0,286.0,7358.0,14456.0
318.5,260.0,7306.0,14430.0
319.0,2132.0,8970.0,15912.0
319.5,3900.0,10634.0,17420.0
320.0,338.0,7540.0,14794.0
320.5,312.0,7540.0,14794.0
321.0,4446.0,11180.0,17940.0
321.5,3224.0,10426.0,17862.0
322.0,3926.0,10686.0,17524.0
322.5,1846.0,8658.0,15496.0
323.0,3068.0,9776.0,16484.0
323.5,338.0,7488.0,14612.0
324.0,312.0,7488.0,14690.0
324.5,4290.0,11024.0,17810.0
325.0,2392.0,9204.0,16094.0
325.5,4472.0,11206.0,17992.0
326.0,338.0,7514.0,14742.0
326.5,2652.0,9516.0,16458.0
327.0,832.0,7904.0,15054.0
327.5,3328.0,10140.0,17004.0
328.0,338.0,7488.0,14716.0
328.5,286.0,7462.0,14612.0
329.0,260.0,7280.0,14352.0
329.5,2080.0,8866.0,15678.0
330.0,2392.0,9230.0,16120.0
330.5,312.0,7462.0,14612.0
331.0,468.0,7800.0,15210.0
331.5,624.0,8008.0,15730.0
332.0,3744.0,10582.0,17498.0
332.5,2184.0,9126.0,16198.0
333.0,546.0,7722.0,14976.0
333.5,390.0,7618.0,15028.0
334.0,1014.0,8372.0,15938.0
334.5,1170.0,8346.0,15756.0
335.0,2574.0,9282.0,16016.0
335.5,2678.0,9464.0,16302.0
336.0,3900.0,10608.0,17342.0
336.5,1508.0,8476.0,15470.0
337.0,312.0,7462.0,14664.0
337.5,182.0,7150.0,14118.0
338.0,390.0,7696.0,15080.0
338.5,364.0,7618.0,14976.0
339.0,858.0,7930.0,15132.0
339.5,1196.0,8424.0,15808.0
340.0,234.0,7176.0,14248.0
340.5,338.0,7540.0,14794.0
341.0,338.0,7488.0,14716.0
341.5,286.0,7358.0,14560.0
342.0,312.0,7384.0,14456.0
342.5,234.0,7176.0,14144.0
343.0,182.0,7150.0,14066.0
343.5,234.0,7176.0,14170.0
344.0,130.0,7020.0,13858.0
344.5,234.0,7124.0,14014.0
345.0,338.0,7410.0,14664.0
345.5,2132.0,8918.0,15834.0
346.0,2860.0,9620.0,16432.0
346.5,3744.0,10582.0,17446.0
347.0,1638.0,8944.0,16380.0
347.5,416.0,7800.0,15210.0
348.0,442.0,7800.0,15210.0
348.5,390.0,7748.0,15210.0
349.0,598.0,7722.0,14924.0
349.5,390.0,7722.0,15054.0
350.0,182.0,7124.0,14066.0
350.5,416.0,7722.0,15132.0
351.0,442.0,7800.0,15262.0
351.5,494.0,7826.0,15340.0
352.0,520.0,7852.0,15444.0
352.5,3770.0,10634.0,17602.0
353.0,3328.0,10114.0,16978.0
353.5,364.0,7514.0,14846.0
354.0,1248.0,8216.0,15340.0
354.5,3718.0,10478.0,17290.0
355.0,2158.0,9048.0,16068.0
355.5,1898.0,8762.0,15782.0
356.0,4108.0,10816.0,17576.0
356.5,1950.0,8892.0,16016.0
357.0,1872.0,8710.0,15626.0
357.5,3978.0,10842.0,17836.0
358.0,3900.0,10634.0,17368.0
358.5,598.0,7930.0,15522.0
359.0,4498.0,11336.0,18304.0
359.5,1222.0,8112.0,15054.0
360.0,520.0,7774.0,15262.0
360.5,754.0,8216.0,15964.0
361.0,546.0,7722.0,15132.0
361.5,4394.0,11232.0,18278.0
362.0,1690.0,8762.0,16094.0
362.5,520.0,7800.0,15210.0
363.0,3354.0,10556.0,18148.0
363.5,4082.0,11024.0,18252.0
364.0,3068.0,10010.0,17264.0
364.5,3016.0,9932.0,17056.0
365.0,3016.0,9906.0,17030.0
365.5,1664.0,8892.0,16666.0
366.0,1014.0,8502.0,16354.0
366.5,3874.0,10868.0,18044.0
367.0,2938.0,9698.0,16510.0
367.5,3484.0,6994.0,13650.0
368.0,4264.0,10972.0,17680.0
368.5,4446.0,11154.0,17914.0
369.0,1508.0,8398.0,15340.0
369.5,260.0,7384.0,14560.0
370.0,3718.0,10452.0,17186.0
370.5,2886.0,9672.0,16536.0
371.0,312.0,7488.0,14690.0
371.5,182.0,7176.0,14222.0
372.0,260.0,7280.0,14222.0
372.5,3510.0,10270.0,17082.0
373.0,2886.0,9750.0,16666.0
373.5,130.0,7072.0,14014.0
374.0,1820.0,8606.0,15418.0
374.5,4446.0,11154.0,17862.0
