Time (s),Frequency 1 (Hz),Frequency 2 (Hz),Frequency 3 (Hz)
13412.5,728.0,8086.0,15522.0
13413.0,858.0,8008.0,15366.0
13413.5,1066.0,8216.0,15600.0
13414.0,1170.0,8346.0,15600.0
13414.5,754.0,8008.0,15392.0
13415.0,442.0,7410.0,14508.0
13415.5,1144.0,8086.0,15158.0
13416.0,2184.0,9022.0,15912.0
13416.5,4368.0,11180.0,18070.0
13417.0,4030.0,10946.0,17966.0
13417.5,2860.0,9776.0,16848.0
13418.0,3484.0,10478.0,17680.0
13418.5,4602.0,11518.0,18590.0
13419.0,2002.0,9022.0,16042.0
13419.5,3120.0,10140.0,17342.0
13420.0,4056.0,10920.0,17940.0
13420.5,1924.0,8710.0,15600.0
13421.0,2028.0,9048.0,16146.0
13421.5,3848.0,10712.0,17654.0
13422.0,3770.0,10582.0,17446.0
13422.5,572.0,7774.0,15028.0
13423.0,2002.0,9022.0,16068.0
13423.5,4550.0,11492.0,18590.0
13424.0,2522.0,9490.0,16536.0
13424.5,2522.0,9516.0,16614.0
13425.0,4498.0,11336.0,18226.0
13425.5,2964.0,9854.0,16796.0
13426.0,1170.0,8372.0,15574.0
13426.5,2730.0,9698.0,16692.0
13427.0,4316.0,11102.0,17914.0
13427.5,3796.0,10634.0,17524.0
13428.0,2470.0,9412.0,16432.0
13428.5,3406.0,10296.0,17290.0
13429.0,4108.0,10790.0,17498.0
13429.5,832.0,7696.0,14612.0
13430.0,2314.0,9334.0,16484.0
13430.5,4134.0,10894.0,17680.0
13431.0,2886.0,9646.0,16484.0
13431.5,3484.0,6994.0,13650.0
13432.0,338.0,8320.0,15860.0
13432.5,364.0,8346.0,15756.0
13433.0,4446.0,11258.0,18148.0
13433.5,2392.0,9542.0,16718.0
13434.0,2626.0,9620.0,16666.0
13434.5,3744.0,10712.0,17758.0
13435.0,234.0,7930.0,15392.0
13435.5,286.0,8060.0,15574.0
13436.0,754.0,7904.0,15054.0
13436.5,4290.0,11206.0,18096.0
13437.0,1534.0,8892.0,16250.0
13437.5,364.0,8528.0,16094.0
13438.0,2886.0,9906.0,17004.0
13438.5,3120.0,10296.0,17394.0
13439.0,1560.0,9204.0,16718.0
13439.5,2392.0,9594.0,16744.0
13440.0,3354.0,10504.0,17524.0
13440.5,2392.0,9516.0,16510.0
13441.0,416.0,8528.0,16042.0
13441.5,2912.0,10348.0,17446.0
13442.0,2964.0,10634.0,17758.0
13442.5,858.0,9126.0,16510.0
13443.0,2938.0,10504.0,17706.0
13443.5,3146.0,10348.0,17472.0
13444.0,3770.0,11128.0,18226.0
13444.5,1872.0,9152.0,16458.0
13445.0,3744.0,10920.0,17940.0
13445.5,390.0,8762.0,16276.0
13446.0,832.0,9802.0,17368.0
13446.5,884.0,8866.0,16432.0
13447.0,4472.0,11518.0,18408.0
13447.5,1976.0,9724.0,17004.0
13448.0,468.0,8814.0,16250.0
13448.5,1300.0,9516.0,17082.0
13449.0,1872.0,9100.0,16276.0
13449.5,3718.0,10556.0,17394.0
13450.0,390.0,8346.0,15522.0
13450.5,182.0,7332.0,14222.0
13451.0,260.0,7748.0,14950.0
13451.5,1170.0,8528.0,15678.0
13452.0,286.0,7696.0,14690.0
13452.5,2912.0,9984.0,16926.0
13453.0,3952.0,10972.0,17888.0
13453.5,2912.0,10010.0,16926.0
13454.0,1430.0,8970.0,16172.0
13454.5,312.0,7592.0,14664.0
13455.0,520.0,8372.0,15704.0
13455.5,416.0,8112.0,15340.0
13456.0,494.0,8216.0,15496.0
13456.5,884.0,8320.0,15496.0
13457.0,364.0,8008.0,15236.0
13457.5,390.0,8138.0,15288.0
13458.0,1430.0,9100.0,16328.0
13458.5,468.0,8606.0,16250.0
13459.0,572.0,8996.0,16666.0
13459.5,2938.0,10218.0,17420.0
13460.0,3796.0,11128.0,18252.0
13460.5,3146.0,10296.0,17420.0
13461.0,494.0,8528.0,15860.0
13461.5,338.0,8164.0,15756.0
13462.0,494.0,8658.0,16380.0
13462.5,572.0,8918.0,16536.0
13463.0,546.0,8658.0,16276.0
13463.5,572.0,8710.0,16328.0
13464.0,338.0,7748.0,14794.0
13464.5,390.0,7982.0,15158.0
13465.0,1196.0,8736.0,15912.0
13465.5,572.0,8762.0,16224.0
13466.0,520.0,8372.0,15834.0
13466.5,4472.0,11310.0,18096.0
13467.0,286.0,7566.0,14586.0
13467.5,338.0,7774.0,14976.0
13468.0,884.0,8372.0,15496.0
13468.5,4472.0,11362.0,18174.0
13469.0,416.0,7904.0,15028.0
13469.5,2912.0,9828.0,16718.0
13470.0,2912.0,9880.0,16770.0
13470.5,364.0,7930.0,15288.0
13471.0,546.0,8320.0,15678.0
13471.5,3588.0,10556.0,17472.0
13472.0,3796.0,10842.0,17732.0
13472.5,1560.0,9360.0,16822.0
13473.0,4550.0,11388.0,18200.0
13473.5,1248.0,8502.0,15730.0
13474.0,676.0,8424.0,15860.0
13474.5,676.0,8398.0,15808.0
13475.0,3588.0,10582.0,17550.0
13475.5,3146.0,10036.0,16900.0
13476.0,858.0,8814.0,16432.0
13476.5,936.0,8190.0,15340.0
13477.0,4290.0,11050.0,17810.0
13477.5,650.0,8372.0,15834.0
13478.0,2028.0,9178.0,16328.0
13478.5,2236.0,9360.0,16692.0
13479.0,3562.0,10530.0,17576.0
13479.5,884.0,8866.0,16614.0
13480.0,1352.0,9204.0,16952.0
13480.5,3926.0,11206.0,18356.0
13481.0,676.0,8320.0,15730.0
13481.5,3354.0,10868.0,18148.0
13482.0,2158.0,9672.0,17056.0
13482.5,4706.0,12116.0,19292.0
13483.0,2912.0,11570.0,19136.0
13483.5,4238.0,11284.0,18304.0
13484.0,1482.0,9516.0,17186.0
13484.5,754.0,8372.0,15782.0
13485.0,1118.0,9152.0,16874.0
13485.5,3874.0,10868.0,17940.0
13486.0,3094.0,10296.0,17550.0
13486.5,910.0,8632.0,16250.0
13487.0,390.0,7462.0,14508.0
13487.5,2002.0,9620.0,17342.0
13488.0,4342.0,11232.0,18122.0
13488.5,2444.0,9750.0,17238.0
13489.0,546.0,7826.0,15132.0
13489.5,442.0,7306.0,14222.0
13490.0,1352.0,8632.0,16016.0
13490.5,546.0,7956.0,15288.0
13491.0,1716.0,8944.0,16198.0
13491.5,4004.0,10894.0,17888.0
13492.0,3978.0,10868.0,17836.0
13492.5,1534.0,8918.0,16380.0
13493.0,442.0,7618.0,14820.0
13493.5,676.0,7956.0,15392.0
13494.0,598.0,7826.0,15236.0
13494.5,702.0,8060.0,15496.0
13495.0,624.0,7852.0,15184.0
13495.5,598.0,7826.0,15184.0
13496.0,572.0,7800.0,15158.0
13496.5,598.0,7852.0,15236.0
13497.0,754.0,8060.0,15522.0
13497.5,910.0,8398.0,16042.0
13498.0,1118.0,8736.0,16614.0
13498.5,988.0,8580.0,16354.0
13499.0,832.0,8190.0,15704.0
13499.5,2054.0,9490.0,17238.0
13500.0,624.0,7930.0,15340.0
13500.5,1066.0,8658.0,16562.0
13501.0,858.0,8346.0,15938.0
13501.5,1586.0,8892.0,16380.0
13502.0,4030.0,10920.0,17940.0
13502.5,4368.0,11206.0,18148.0
13503.0,546.0,7748.0,15028.0
13503.5,858.0,8242.0,15808.0
13504.0,988.0,8528.0,16224.0
13504.5,364.0,7358.0,14430.0
13505.0,572.0,7774.0,15080.0
13505.5,312.0,7254.0,14222.0
13506.0,494.0,7514.0,14664.0
13506.5,494.0,7566.0,14716.0
13507.0,442.0,7514.0,14690.0
13507.5,598.0,7774.0,15132.0
13508.0,676.0,7670.0,14794.0
13508.5,3172.0,10010.0,16900.0
13509.0,2938.0,9802.0,16692.0
13509.5,1170.0,8372.0,15860.0
13510.0,624.0,7956.0,15340.0
13510.5,3484.0,10400.0,17472.0
13511.0,2496.0,9386.0,16328.0
13511.5,2054.0,9152.0,16302.0
13512.0,3848.0,10738.0,17706.0
13512.5,832.0,8112.0,15574.0
13513.0,832.0,8190.0,15704.0
13513.5,2002.0,9022.0,16068.0
13514.0,4524.0,11310.0,18174.0
13514.5,1352.0,8320.0,15314.0
13515.0,3588.0,10426.0,17316.0
13515.5,2574.0,9438.0,16354.0
13516.0,832.0,8008.0,15184.0
13516.5,624.0,7904.0,15236.0
13517.0,1950.0,8866.0,15808.0
13517.5,4186.0,10946.0,17758.0
13518.0,520.0,7722.0,14924.0
13518.5,494.0,7722.0,14924.0
13519.0,3770.0,10556.0,17420.0
13519.5,2054.0,9126.0,16276.0
13520.0,1274.0,8216.0,15236.0
13520.5,1872.0,8658.0,15496.0
13521.0,4420.0,11180.0,17992.0
13521.5,1066.0,8320.0,15600.0
13522.0,1222.0,8398.0,15782.0
13522.5,3770.0,10530.0,17394.0
13523.0,2158.0,9074.0,16068.0
13523.5,3484.0,6994.0,13650.0
13524.0,1872.0,9178.0,16406.0
13524.5,2860.0,9854.0,16848.0
13525.0,4290.0,11180.0,18096.0
13525.5,1222.0,8710.0,16094.0
13526.0,3744.0,10764.0,17732.0
13526.5,2418.0,9750.0,16926.0
13527.0,234.0,8190.0,15626.0
13527.5,260.0,8034.0,15496.0
13528.0,260.0,8294.0,15704.0
13528.5,3406.0,10348.0,17342.0
13529.0,2652.0,9750.0,16796.0
13529.5,1560.0,9230.0,16822.0
13530.0,2314.0,9828.0,17238.0
13530.5,4290.0,11258.0,18226.0
13531.0,2392.0,9490.0,16640.0
13531.5,3926.0,10972.0,17914.0
13532.0,2132.0,9412.0,16588.0
13532.5,2158.0,9490.0,16718.0
13533.0,416.0,8658.0,16198.0
13533.5,2444.0,9984.0,17160.0
13534.0,3562.0,10920.0,17940.0
13534.5,3380.0,10842.0,17966.0
13535.0,3744.0,10816.0,17784.0
13535.5,1612.0,9542.0,16796.0
13536.0,2470.0,10114.0,17316.0
13536.5,2938.0,10452.0,17628.0
13537.0,2210.0,9958.0,17342.0
13537.5,572.0,9386.0,16952.0
13538.0,2288.0,10400.0,17966.0
13538.5,650.0,9516.0,17108.0
13539.0,3354.0,10556.0,17706.0
13539.5,1248.0,8892.0,16172.0
13540.0,312.0,8242.0,15730.0
13540.5,312.0,8164.0,15626.0
13541.0,1846.0,8970.0,16146.0
13541.5,3744.0,10842.0,17784.0
13542.0,338.0,8060.0,15158.0
13542.5,260.0,7748.0,14742.0
13543.0,312.0,7774.0,14846.0
13543.5,260.0,7618.0,14664.0
13544.0,182.0,7462.0,14378.0
13544.5,3770.0,10816.0,17732.0
13545.0,1898.0,9152.0,16120.0
13545.5,3744.0,10712.0,17524.0
13546.0,390.0,8060.0,15184.0
13546.5,442.0,8398.0,15756.0
13547.0,416.0,8294.0,15496.0
13547.5,962.0,8788.0,16120.0
13548.0,312.0,7826.0,15158.0
13548.5,312.0,7956.0,15054.0
13549.0,390.0,7904.0,15028.0
13549.5,260.0,7566.0,14716.0
13550.0,234.0,7514.0,14664.0
13550.5,364.0,8164.0,15444.0
13551.0,754.0,9802.0,17472.0
13551.5,3588.0,10842.0,17966.0
13552.0,1924.0,9308.0,16640.0
13552.5,3952.0,11102.0,18148.0
13553.0,494.0,8736.0,16380.0
13553.5,754.0,9724.0,17420.0
13554.0,390.0,8346.0,15912.0
13554.5,676.0,9204.0,16848.0
13555.0,338.0,7930.0,15522.0
13555.5,572.0,8970.0,16536.0
13556.0,442.0,8346.0,15522.0
13556.5,364.0,7930.0,15132.0
13557.0,442.0,8190.0,15366.0
13557.5,416.0,7982.0,15184.0
13558.0,598.0,8918.0,16354.0
13558.5,4446.0,11232.0,18044.0
13559.0,1950.0,9360.0,16484.0
13559.5,390.0,8034.0,15392.0
13560.0,2210.0,9464.0,16536.0
13560.5,4290.0,11154.0,18018.0
13561.0,442.0,8060.0,15392.0
13561.5,2912.0,9802.0,16666.0
13562.0,3354.0,10192.0,16978.0
13562.5,2184.0,9412.0,16458.0
13563.0,2626.0,9802.0,16848.0
13563.5,4290.0,11076.0,17836.0
13564.0,2860.0,9932.0,16874.0
13564.5,2600.0,9698.0,16666.0
13565.0,3744.0,10530.0,17472.0
13565.5,572.0,8294.0,15522.0
13566.0,598.0,8346.0,15678.0
13566.5,520.0,8138.0,15392.0
13567.0,2236.0,9438.0,16536.0
13567.5,3978.0,10972.0,18018.0
13568.0,1014.0,9568.0,17134.0
13568.5,442.0,7930.0,15158.0
13569.0,4498.0,11336.0,18122.0
13569.5,3172.0,10218.0,17212.0
13570.0,4160.0,11076.0,18070.0
13570.5,1976.0,9204.0,16484.0
13571.0,3146.0,10062.0,17134.0
13571.5,702.0,8502.0,15990.0
13572.0,832.0,8814.0,16432.0
13572.5,4368.0,11336.0,18382.0
13573.0,2782.0,10582.0,17940.0
13573.5,4524.0,11440.0,18356.0
13574.0,572.0,8112.0,15366.0
13574.5,2964.0,10530.0,17888.0
13575.0,1586.0,10010.0,17680.0
13575.5,3562.0,10920.0,18070.0
13576.0,1170.0,9412.0,17420.0
13576.5,858.0,8710.0,16198.0
13577.0,1404.0,10010.0,17888.0
13577.5,2496.0,10088.0,17550.0
13578.0,2600.0,9776.0,16952.0
13578.5,884.0,8658.0,16328.0
13579.0,572.0,7956.0,15288.0
13579.5,624.0,8086.0,15496.0
13580.0,3770.0,10608.0,17498.0
13580.5,1872.0,8762.0,15600.0
13581.0,832.0,8450.0,16146.0
13581.5,702.0,8242.0,15704.0
13582.0,910.0,8762.0,16640.0
13582.5,598.0,7956.0,15288.0
13583.0,2964.0,10452.0,18070.0
13583.5,2730.0,9698.0,16718.0
13584.0,4030.0,10998.0,18070.0
13584.5,1352.0,8398.0,15574.0
13585.0,728.0,8112.0,15600.0
13585.5,832.0,8320.0,16016.0
13586.0,806.0,8294.0,15912.0
13586.5,884.0,8372.0,15990.0
13587.0,520.0,7696.0,15028.0
13587.5,572.0,7748.0,15132.0
13588.0,728.0,7826.0,15054.0
13588.5,1612.0,8996.0,16536.0
13589.0,1170.0,8216.0,15470.0
13589.5,676.0,7956.0,15366.0
13590.0,910.0,8372.0,15990.0
13590.5,728.0,8008.0,15470.0
13591.0,1222.0,8918.0,16848.0
13591.5,1482.0,9438.0,17732.0
13592.0,1326.0,9230.0,17368.0
13592.5,806.0,8164.0,15704.0
13593.0,936.0,8372.0,16016.0
13593.5,2314.0,9334.0,16484.0
13594.0,3172.0,10296.0,17602.0
13594.5,4238.0,11154.0,18252.0
13595.0,1820.0,8944.0,16276.0
13595.5,468.0,7618.0,14820.0
13596.0,676.0,7982.0,15444.0
13596.5,598.0,7826.0,15184.0
13597.0,520.0,7696.0,14924.0
13597.5,1144.0,8294.0,15574.0
13598.0,364.0,7332.0,14352.0
13598.5,1534.0,8866.0,16484.0
13599.0,1378.0,8736.0,16276.0
13599.5,624.0,7566.0,14586.0
13600.0,728.0,7774.0,14898.0
13600.5,3848.0,10608.0,17446.0
13601.0,3354.0,10140.0,16978.0
13601.5,1508.0,8736.0,16198.0
13602.0,2210.0,9490.0,16952.0
13602.5,3848.0,10686.0,17602.0
13603.0,2496.0,9776.0,17342.0
13603.5,2132.0,9230.0,16484.0
13604.0,4186.0,10972.0,17836.0
13604.5,2054.0,8970.0,16120.0
13605.0,2106.0,9152.0,16354.0
13605.5,4004.0,10868.0,17836.0
13606.0,3978.0,10764.0,17628.0
13606.5,702.0,8086.0,15444.0
13607.0,4680.0,11518.0,18408.0
13607.5,1976.0,9152.0,16510.0
13608.0,572.0,7774.0,15028.0
13608.5,884.0,8294.0,15756.0
13609.0,416.0,7488.0,14586.0
13609.5,4316.0,11102.0,17940.0
13610.0,1638.0,8606.0,15600.0
13610.5,494.0,7618.0,14794.0
13611.0,3146.0,9958.0,16848.0
13611.5,3926.0,10686.0,17472.0
13612.0,2938.0,9828.0,16744.0
13612.5,2938.0,9802.0,16692.0
13613.0,2886.0,9672.0,16484.0
13613.5,1378.0,8502.0,15808.0
13614.0,364.0,7462.0,14586.0
13614.5,3770.0,10556.0,17394.0
13615.0,2938.0,9802.0,16718.0
13615.5,3484.0,6994.0,13650.0
13616.0,4628.0,11648.0,18616.0
13616.5,4446.0,11232.0,18096.0
13617.0,1534.0,8918.0,16172.0
13617.5,234.0,7722.0,15288.0
13618.0,3744.0,10868.0,17836.0
13618.5,2886.0,9932.0,17108.0
13619.0,312.0,8710.0,16224.0
13619.5,312.0,8424.0,15964.0
13620.0,234.0,7826.0,15288.0
13620.5,3536.0,10660.0,17654.0
13621.0,2886.0,9906.0,16926.0
13621.5,338.0,8502.0,16016.0
13622.0,1846.0,8944.0,16224.0
13622.5,4446.0,11336.0,18226.0
13623.0,4108.0,10998.0,17940.0
13623.5,4446.0,11336.0,18200.0
13624.0,234.0,7904.0,15366.0
13624.5,1638.0,9386.0,16770.0
13625.0,468.0,9178.0,16536.0
13625.5,2496.0,10400.0,17602.0
13626.0,4316.0,11388.0,18304.0
13626.5,3354.0,10712.0,17810.0
13627.0,3718.0,10686.0,17628.0
13627.5,832.0,8606.0,16042.0
13628.0,1352.0,9698.0,17108.0
13628.5,2886.0,9958.0,17004.0
13629.0,2392.0,9568.0,16744.0
13629.5,520.0,9178.0,16718.0
13630.0,3042.0,11258.0,18850.0
13630.5,468.0,9100.0,16614.0
13631.0,2704.0,10218.0,17342.0
13631.5,1326.0,9542.0,16900.0
13632.0,416.0,8372.0,15678.0
13632.5,416.0,8762.0,16224.0
13633.0,1898.0,9412.0,16614.0
13633.5,4758.0,11804.0,18746.0
13634.0,234.0,7670.0,14690.0
13634.5,338.0,8034.0,15158.0
13635.0,234.0,7540.0,14560.0
13635.5,260.0,7514.0,14482.0
13636.0,780.0,7904.0,14950.0
13636.5,3926.0,10816.0,17628.0
13637.0,338.0,8034.0,15132.0
13637.5,4264.0,11076.0,17836.0
13638.0,572.0,9074.0,16510.0
13638.5,338.0,7800.0,14898.0
13639.0,260.0,7540.0,14482.0
13639.5,390.0,8190.0,15340.0
13640.0,312.0,7800.0,14820.0
13640.5,312.0,7904.0,15132.0
13641.0,390.0,8164.0,15262.0
13641.5,390.0,8242.0,15496.0
13642.0,312.0,7826.0,15028.0
13642.5,390.0,8372.0,15600.0
13643.0,416.0,8424.0,15912.0
13643.5,4134.0,11232.0,18226.0
13644.0,494.0,8814.0,16458.0
13644.5,4134.0,11180.0,18174.0
13645.0,884.0,8554.0,15782.0
13645.5,728.0,9594.0,17212.0
13646.0,260.0,7540.0,14612.0
13646.5,312.0,8112.0,15704.0
13647.0,364.0,7956.0,15158.0
13647.5,702.0,9152.0,16666.0
13648.0,338.0,8034.0,15184.0
13648.5,364.0,7956.0,15184.0
13649.0,390.0,8190.0,15496.0
13649.5,546.0,8632.0,16016.0
13650.0,416.0,8346.0,15756.0
13650.5,4472.0,11258.0,18044.0
13651.0,4134.0,10972.0,17784.0
13651.5,4290.0,11154.0,17992.0
13652.0,4160.0,11180.0,18122.0
13652.5,2470.0,9568.0,16562.0
13653.0,286.0,7514.0,14508.0
13653.5,2860.0,9672.0,16432.0
13654.0,4290.0,11076.0,17862.0
13654.5,4186.0,10998.0,17758.0
13655.0,4654.0,11570.0,18486.0
13655.5,2912.0,9854.0,16692.0
13656.0,598.0,8606.0,16120.0
13656.5,2938.0,10010.0,17004.0
13657.0,3744.0,10582.0,17368.0
13657.5,572.0,8372.0,15808.0
13658.0,1170.0,9698.0,17368.0
13658.5,494.0,8112.0,15340.0
13659.0,2470.0,9516.0,16510.0
13659.5,4004.0,11076.0,18044.0
13660.0,468.0,7930.0,15184.0
13660.5,494.0,8112.0,15366.0
13661.0,4498.0,11388.0,18226.0
13661.5,3952.0,10868.0,17732.0
13662.0,4524.0,11310.0,18122.0
13662.5,2210.0,9464.0,16588.0
13663.0,702.0,8450.0,15912.0
13663.5,598.0,8294.0,16042.0
13664.0,1196.0,9802.0,17368.0
13664.5,4602.0,11804.0,18824.0
13665.0,3250.0,10504.0,17602.0
13665.5,4602.0,11804.0,18902.0
13666.0,1794.0,9256.0,16614.0
13666.5,1690.0,8944.0,16172.0
13667.0,2210.0,10504.0,18200.0
13667.5,4030.0,11518.0,18824.0
13668.0,1508.0,10114.0,18590.0
13668.5,572.0,8112.0,15366.0
13669.0,442.0,7748.0,14898.0
13669.5,2236.0,9334.0,16458.0
13670.0,2210.0,9828.0,17316.0
13670.5,754.0,8294.0,15834.0
13671.0,754.0,8398.0,15938.0
13671.5,676.0,8138.0,15522.0
13672.0,3796.0,10634.0,17498.0
13672.5,1872.0,8710.0,15548.0
13673.0,572.0,7956.0,15340.0
13673.5,598.0,8034.0,15444.0
13674.0,572.0,7956.0,15340.0
13674.5,780.0,8320.0,15860.0
13675.0,3536.0,10296.0,17108.0
13675.5,2106.0,9646.0,17472.0
13676.0,3302.0,10530.0,17862.0
13676.5,2600.0,9724.0,17004.0
13677.0,572.0,8008.0,15392.0
13677.5,1300.0,9334.0,17316.0
13678.0,962.0,8580.0,16276.0
13678.5,832.0,8242.0,15730.0
13679.0,1066.0,8788.0,16510.0
13679.5,416.0,7462.0,14586.0
13680.0,1118.0,8892.0,16640.0
13680.5,1404.0,8606.0,15912.0
13681.0,1508.0,8736.0,16146.0
13681.5,806.0,8164.0,15678.0
13682.0,1326.0,9178.0,17186.0
13682.5,702.0,7982.0,15392.0
13683.0,962.0,8398.0,16094.0
13683.5,676.0,8060.0,15470.0
13684.0,520.0,7774.0,15080.0
13684.5,806.0,8138.0,15626.0
13685.0,832.0,8190.0,15860.0
13685.5,3458.0,10322.0,17368.0
13686.0,1976.0,8944.0,15964.0
13686.5,3016.0,9984.0,17056.0
13687.0,2730.0,9620.0,16640.0
13687.5,572.0,7774.0,15054.0
13688.0,780.0,8138.0,15600.0
13688.5,442.0,7514.0,14690.0
13689.0,1144.0,8294.0,15574.0
13689.5,442.0,7332.0,14326.0
13690.0,156.0,7020.0,13858.0
13690.5,728.0,7930.0,15262.0
13691.0,676.0,7930.0,15288.0
13691.5,572.0,7514.0,14482.0
13692.0,702.0,7722.0,14820.0
13692.5,3822.0,10582.0,17472.0
13693.0,4498.0,11258.0,18070.0
13693.5,4004.0,10842.0,17758.0
13694.0,4602.0,11388.0,18226.0
13694.5,3510.0,10452.0,17576.0
13695.0,442.0,7514.0,14612.0
13695.5,2028.0,9022.0,16146.0
13696.0,4498.0,11258.0,18070.0
13696.5,4030.0,11206.0,18616.0
13697.0,4576.0,11492.0,18486.0
13697.5,4212.0,11050.0,17966.0
13698.0,1014.0,8112.0,15288.0
13698.5,988.0,8528.0,16198.0
13699.0,4550.0,11440.0,18408.0
13699.5,1638.0,8606.0,15600.0
13700.0,936.0,8528.0,16094.0
13700.5,416.0,7618.0,14742.0
13701.0,572.0,7826.0,15158.0
13701.5,4498.0,11284.0,18096.0
13702.0,2002.0,8970.0,16016.0
13702.5,442.0,7618.0,14846.0
13703.0,2964.0,9854.0,16796.0
13703.5,4290.0,11024.0,17784.0
13704.0,4316.0,11050.0,17836.0
13704.5,3770.0,10582.0,17420.0
13705.0,364.0,7488.0,14586.0
13705.5,390.0,7488.0,14586.0
13706.0,364.0,7462.0,14586.0
13706.5,3770.0,10530.0,17342.0
13707.0,3952.0,10712.0,17524.0
13707.5,3484.0,6994.0,13650.0
13708.0,1378.0,8684.0,16172.0
13708.5,4108.0,10972.0,17888.0
13709.0,1872.0,9204.0,16562.0
13709.5,338.0,8190.0,15808.0
13710.0,3094.0,10140.0,17186.0
13710.5,3328.0,10400.0,17472.0
13711.0,156.0,7748.0,15184.0
13711.5,260.0,8138.0,15626.0
13712.0,286.0,7982.0,15470.0
13712.5,4264.0,11154.0,18018.0
13713.0,2392.0,9516.0,16640.0
13713.5,234.0,7592.0,14820.0
13714.0,1872.0,9152.0,16328.0
13714.5,3120.0,10244.0,17368.0
13715.0,1872.0,9256.0,16562.0
13715.5,4446.0,11414.0,18330.0
13716.0,416.0,8710.0,16146.0
13716.5,390.0,8710.0,16198.0
13717.0,390.0,8814.0,16276.0
13717.5,2964.0,10660.0,17810.0
13718.0,3406.0,10972.0,18122.0
13718.5,1846.0,9074.0,16224.0
13719.0,3978.0,10972.0,17966.0
13719.5,2860.0,10400.0,17602.0
13720.0,3562.0,10946.0,18044.0
13720.5,2158.0,9802.0,17082.0
13721.0,3328.0,10348.0,17368.0
13721.5,416.0,8866.0,16328.0
13722.0,598.0,9334.0,16874.0
13722.5,2496.0,10296.0,17576.0
13723.0,4472.0,11414.0,18330.0
13723.5,1872.0,9230.0,16484.0
13724.0,390.0,8424.0,15808.0
13724.5,390.0,8398.0,15938.0
13725.0,1872.0,9256.0,16432.0
13725.5,4472.0,11362.0,18226.0
13726.0,260.0,7774.0,14742.0
13726.5,286.0,7930.0,14950.0
13727.0,260.0,7696.0,14716.0
13727.5,260.0,7566.0,14560.0
13728.0,2418.0,9464.0,16380.0
13728.5,4342.0,11128.0,17888.0
13729.0,3978.0,10894.0,17732.0
13729.5,4446.0,11310.0,18122.0
13730.0,1950.0,9360.0,16484.0
13730.5,338.0,7852.0,14976.0
13731.0,468.0,8658.0,15938.0
13731.5,364.0,8034.0,15236.0
13732.0,598.0,8190.0,15340.0
13732.5,390.0,8060.0,15262.0
13733.0,390.0,8216.0,15470.0
13733.5,390.0,8242.0,15522.0
13734.0,390.0,8346.0,15730.0
13734.5,338.0,8112.0,15444.0
13735.0,2158.0,9438.0,16692.0
13735.5,4316.0,11258.0,18070.0
13736.0,3770.0,10920.0,17992.0
13736.5,4290.0,11232.0,18174.0
13737.0,2184.0,9516.0,16588.0
13737.5,442.0,8190.0,15392.0
13738.0,442.0,8424.0,15912.0
13738.5,416.0,8216.0,15756.0
13739.0,416.0,8242.0,15730.0
13739.5,416.0,8138.0,15288.0
13740.0,234.0,7488.0,14482.0
13740.5,572.0,8918.0,16536.0
13741.0,468.0,8294.0,15522.0
13741.5,520.0,8450.0,15756.0
13742.0,286.0,7592.0,14612.0
13742.5,4472.0,11336.0,18148.0
13743.0,780.0,8034.0,15314.0
13743.5,832.0,8164.0,15288.0
13744.0,234.0,7384.0,14352.0
13744.5,260.0,7410.0,14456.0
13745.0,312.0,7540.0,14560.0
13745.5,2860.0,9672.0,16432.0
13746.0,2912.0,9880.0,16744.0
13746.5,520.0,8242.0,15496.0
13747.0,3666.0,10556.0,17368.0
13747.5,3458.0,10478.0,17394.0
13748.0,468.0,8164.0,15366.0
13748.5,1612.0,8762.0,15756.0
13749.0,4290.0,11102.0,17888.0
13749.5,1040.0,8866.0,16276.0
13750.0,520.0,8164.0,15444.0
13750.5,520.0,8112.0,15392.0
13751.0,3354.0,10244.0,17108.0
13751.5,3744.0,10608.0,17472.0
13752.0,962.0,9490.0,17030.0
13752.5,390.0,7722.0,15158.0
13753.0,4472.0,11310.0,18148.0
13753.5,832.0,8242.0,15522.0
13754.0,4056.0,10894.0,17810.0
13754.5,2080.0,9490.0,16744.0
13755.0,520.0,8008.0,15444.0
13755.5,962.0,9126.0,16744.0
13756.0,1742.0,9880.0,17446.0
13756.5,4602.0,11778.0,18824.0
13757.0,910.0,8918.0,16484.0
13757.5,4524.0,11492.0,18408.0
13758.0,1976.0,9750.0,17394.0
13758.5,4628.0,11830.0,18824.0
13759.0,1430.0,10088.0,17888.0
13759.5,4238.0,11258.0,18252.0
13760.0,1456.0,9464.0,17082.0
13760.5,702.0,8294.0,15678.0
13761.0,1170.0,8866.0,16302.0
13761.5,4342.0,11180.0,18070.0
13762.0,3640.0,10712.0,17836.0
13762.5,598.0,8034.0,15392.0
13763.0,1092.0,8528.0,15886.0
13763.5,2314.0,9984.0,17810.0
13764.0,4706.0,11622.0,18590.0
13764.5,2236.0,9308.0,16458.0
13765.0,572.0,8008.0,15392.0
13765.5,572.0,8034.0,15392.0
13766.0,624.0,8034.0,15470.0
13766.5,1430.0,8918.0,16484.0
13767.0,4576.0,11518.0,18590.0
13767.5,3900.0,10920.0,18096.0
13768.0,4212.0,11128.0,18148.0
13768.5,3484.0,10530.0,17758.0
